name,url,state,city,"sitemap_posts_url (sem data, index, webstories)",Google News Sitemap URL,rss_url (se presente),paywall
A Tribuna - Santos,https://www.atribuna.com.br/,,,,,,
ZONA LESTE NEWS,http://zonalestenews.com.br,SP,São Paulo,,,,
Rádio Band 101.1 FM - Cuiabá,http://zoeweb.net:8010,,,,,,
BLOG HOMENS DE VÍCIOS ANTIGOS (ZEMA RIBEIRO),http://zemaribeiro.farofafa.com.br,MA,São Luís,,,,
Yes Mania,http://yesmania.com.br,,,,,,
NotíciasNet,http://xn--notcia-5va.net,,,,,,
JORNAL ACONTECE,http://xn--jornalaconteceopinio-7yb.com.br,SP,Peruíbe,,,,
Folha de S. Paulo - Blogs,http://xdesexo.blogfolha.uol.com.br,,,,,,
Sistema FIEMG,http://www7.fiemg.com.br,,,,,,
Tribunal de Justiça do Estado da Bahia - Notícia,http://www5.tjba.jus.br,,,,,,
Folha Digital Online,http://www4.folhape.com.br,,,,,,
Canal Executivo,http://www2.uol.com.br,,,,,,
Prefeitura de Tatuí,http://www2.tatui.sp.gov.br,,,,,,
Faesc/sc,http://www2.senar.com.br,,,,,,
Prefeitura de Santo André,http://www2.santoandre.sp.gov.br,,,,,,
Rede Bom dia Região do ABCD,http://www2.redebomdia.com.br,,,,,,
RÁDIO T,http://www2.radiot.com.br,PR,Ponta Grossa,,,,
Prefeitura Municipal de Lençóis Paulista,http://www2.lencoispaulista.sp.gov.br,,,,,,
Jornal Interior online,http://www2.jornalinterior.com.br,,,,,,
Portal Rádio Comunitária,http://www2.comunitaria.com.br,,,,,,
Prefeitura Municipal de Bauru,http://www2.bauru.sp.gov.br,,,,,,
Portal FIEC Ceará,http://www1.sfiec.org.br,,,,,,
Blog Painel - Folha.com,http://www1.folha.uol.com.br,,,,,,
ZunZunZum PE,http://www.zzzpe.com.br,,,,,,
Zone.com.br,http://www.zone.com.br,,,,,,
Zona Sul Guia,http://www.zonasulguia.com.br,,,,,,
Blog do Zé Dirceu,http://www.zedirceu.com.br,,,,,,
Portal Yescom,http://www.yescom.com.br,,,,,,
Yahoo Notícias,http://www.yahoonoticias.tk,,,,,,
EXPRESSÃO CAIÇARA,http://www.xn--jornalexpressocaicara-v1b.com.br,SP,São Sebastião,,,,
WWF Brasil - Notícias,http://www.wwf.org.br,,,,,,
Wow Magazine,http://www.wowmagazine.com.br,,,,,,
World Surf League,http://www.worldsurfleague.com,,,,,,
Wireless Mundi,http://www.wirelessmundi.inf.br,,,,,,
WILSON COELHO,http://www.wilsoncoelho.com.br,TO,Palmas,,,,
PENACHINHO NEWS,http://www.williandavi.com.br,BA,Boa Nova,,,,
Whow!,http://www.whow.com.br,,,,,,
WGSN,http://www.wgsn.com,,,,,,
WEB TV NACIONAL,http://www.webtvnacional.com,AL,Palmeira dos Índios,,,,
Webtranspo,http://www.webtranspo.com.br,,,,,,
RÁDIO COMUNITÁRIA WEB RÁDIO UNIÃO,http://www.webradiouniao.com,CE,Madalena,,,,
WEB RÁDIO TOP DE MINAS,http://www.webradiotopdeminas.com.br,MG,Serrania,,,,
RÁDIO WEB PIABANHA,http://www.webradiopiabanha.com,RJ,Areal,,,,
RADIO MARCO ZERO LTDA,http://www.webradiomarcozeromacapa.com.br,AP,Macapá,,,,
WEB RÁDIO LITORAL SUL,http://www.webradiolitoralsul.com.br,SE,Itaporanga d'Ajuda,,,,
WEB RÁDIO ITATIM NOTÍCIAS,http://www.webradioitatimnoticias.com,BA,Itatim,,,,
WEB RáDIO GOIANéSIA,http://www.webradiogoianesia.com.br,PA,Goianésia do Pará,,,,
Web Rádio Fronteira,http://www.webradiofronteira.com.br,,,,,,
WEB RÁDIO BARRETOS,http://www.webradiobarretos.com.br,SP,Barretos,,,,
WEB RÁDIO CIDADE,http://www.webcidadego.com,GO,Goiânia,,,,
Walter Pinheiro - Portal,http://www.walterpinheiro.com.br,,,,,,
BLOG DO WALNEY BATISTA,http://www.walneybatista.com.br,MA,Lago da Pedra,,,,
WAGNER EM FOCO,http://www.wagneremfoco.com.br,BA,Wagner,,,,
Voz do Piraqueaçu,http://www.vozdopiraqueacu.com,,,,,,
VORTEX MEDIA,http://www.vortex.media,DF,Brasília,,,,
VOLT DATA LAB,http://www.voltdata.info,SP,São Paulo,,,,
Revista Azul Digital,http://www.voeazul.com.br,,,,,,
VOCÊ NOTÍCIAS,http://www.vocenoticias.com,SC,Canoinhas,,,,
Viver Maringá,http://www.vivermaringa.com.br,,,,,,
Revista Viva São Paulo Online,http://www.vivasaopaulo.facilite.com.br,,,,,,
VIVA NOTíCIAS,http://www.vivanoticias.com.br,PA,Capitão Poço,,,,
VIVA MT,http://www.vivamt.com.br,MT,Cuiabá,,,,
Visto Livre,http://www.vistolivre.com,,,,,,
VISÃO PIAUÍ,http://www.visaopiaui.com.br,PI,Barras,,,,
RÁDIO VISÃO,http://www.visaofm.com.br,GO,Posse,,,,
Visão Diária,http://www.visaodiaria.com.br,,,,,,
Virtual guia,http://www.virtualguia.com.br,,,,,,
Portal Virando Bixo,http://www.virandobixo.com.br,,,,,,
Prefeitura de Vinhedo,http://www.vinhedo.sp.gov.br,,,,,,
PREFEITURA DE VILA RICA - VILA RICA - MT,http://www.vilarica.mt.gov.br,MT,Vila Rica,,,,
VILA REAL FM,http://www.vilarealfm.com.br,MT,Cuiabá,,,,
RÁDIO VILA BOA FM,http://www.vilaboafm.com,GO,Goiás,,,,
PREFEITURA MUNICIPAL DE VILA BELA SANTÍSSIMA TRINDADE,http://www.vilabeladasantissimatrindade.mt.gov.br,MT,Vila Bela da Santíssima Trindade,,,,
VIDA NOVA FM,http://www.vidanova104.com.br,BA,Ibicuí,,,,
Vida Candanga,http://www.vidacandanga.com.br,,,,,,
RáDIO VIDA FM - SANTA MARIA DO SUAçUí,http://www.vida879fm.com.br,MG,Santa Maria do Suaçuí,,,,
BLOG VIANENSIDADES,http://www.vianensidades.com.br,MA,Viana,,,,
JORNAL SÃO TOMÉ,http://www.viafanzine.jor.br,MG,São Tomé das Letras,,,,
RÁDIO VERDE VALE FM,http://www.verdevalefm.com.br,SC,Xavantina,,,,
RÁDIO VERDADE FM,http://www.verdadefm.com.br,PE,Bonito,,,,
PORTAL VER AGORA,http://www.veragora.com.br,PE,Olinda,,,,
Prefeitura de Vera Cruz,http://www.veracruz.sp.gov.br,,,,,,
Revista Velejar e Meio Ambiente Online,http://www.velejar.com,,,,,,
VEJA PATO BRANCO,http://www.vejapatobranco.com,PR,Pato Branco,,,,
Jornal Destak - Campinas - SP,http://www.vedovati.com.br,,,,,,
Varginha Online - Varginha,http://www.varginhaonline.com.br,,,,,,
Varela net,http://www.varelanet.com.br,,,,,,
Vans,http://www.vans.com.br,,,,,,
VANGUARDA AMAZONENSE,http://www.vanguardaamazonense.com,AM,Iranduba,,,,
Vanguarda AM 1170 - Online,http://www.vanguardaam.com.br,,,,,,
TV Rede Globo (TV Vanguarda),http://www.vanguarda.tv,,,,,,
JORNAL DE MARAU,http://www.vangfm.com.br,RS,Marau,,,,
Valor PRO,http://www.valorpro.com.br,,,,,,
VALLE NOTÍCIAS,http://www.vallenoticias.com.br,GO,Ceres,,,,
Portal Valle News,http://www.vallenews.com.br,,,,,,
Prefeitura de Valinhos,http://www.valinhos.sp.gov.br,,,,,,
RADIO E TV VALE DO URUARA LTDA,http://www.valeradioweb.com,PA,Uruará,,,,
Valentina em Qap,http://www.valentinaemqap.com.br,,,,,,
VALE MS NEWS,http://www.valemsnews.com.br,MS,Novo Horizonte do Sul,,,,
ValeMSNews,http://www.valems.com.br,,,,,,
Vale do Itaúnas,http://www.valedoitaunas.com.br,,,,,,
NOTÍCIAS DO VALE DO CANINDÉ,http://www.valedocaninde.com,PI,Acauã,,,,
PREFEITURA MUNICIPAL DE VALE DE SÃO DOMINGOS,http://www.valedesaodomingos.mt.gov.br,MT,Vale de São Domingos,,,,
Vale Alternativo,http://www.valealternativo.com.br,,,,,,
RADIO VALE DO TAQUARI LTDA - ME,http://www.vale102fm.com.br,MS,Coxim,,,,
AGÊNCIA VACARIA NEWS,http://www.vacarianews.com.br,RS,Vacaria,,,,
TV CENTRAL DO ARAGUAIA,http://www.utilineferraz.com,MT,Bom Jesus do Araguaia,,,,
URUTAÍ FM,http://www.urutaifm.com.br,GO,Urutaí,,,,
Prefeitura Municipal de Uru,http://www.uru.sp.gov.br,,,,,,
Sindicato dos Urbanitários do Pará,http://www.urbanitarios-pa.org.br,,,,,,
RáDIO UNIVERSITáRIA FM (104.7),http://www.universitariafm.ufes.br,ES,Vitória,,,,
TV UNIVATES,http://www.univates.br,RS,Lajeado,,,,
Portal Unirios,http://www.unirios.edu.br,,,,,,
"RÁDIO EDUCATIVA FM 107,5",http://www.uniflu.edu.br,RJ,Campos dos Goytacazes,,,,
UNIFAMA FM,http://www.unifamafm.com.br,MT,Guarantã do Norte,,,,
"Rádio UniderpFM (103,7) Online",http://www.uniderpfm.com.br,,,,,,
Unica - União da Indústria de Cana-de-Açúcar,http://www.unica.com.br,,,,,,
Portal União Perfeita,http://www.uniaoperfeita.com,,,,,,
RáDIO UNIãO (MG),http://www.uniaofm87.com.br,MG,São Tiago,,,,
Unesc,http://www.unesc.net,,,,,,
Umuarama Futsal.com,http://www.umuaramafutsal.com.br,,,,,,
ULTRAJANO,http://www.ultrajano.com.br,SP,São Paulo,,,,
Último Instante,http://www.ultimoinstante.com.br,,,,,,
Última Notícia,http://www.ultimanoticia.com.br,,,,,,
Universo Jurídico,http://www.uj.com.br,,,,,,
UFMT,http://www.ufmt.br,,,,,,
Universidade Federal do Ceará,http://www.ufc.br,,,,,,
UEMBÊ DE ACORIZAL - ACORIZAL - MT,http://www.uembe.com.br,MT,Acorizal,,,,
Universidade Estadual de Londrina,http://www.uel.br,,,,,,
Portal UBRAFE,http://www.ubrafe.org.br,,,,,,
Prefeitura Municipal de Ubirajara,http://www.ubirajara.sp.gov.br,,,,,,
Prefeitura de Uberlândia,http://www.uberlandia.mg.gov.br,,,,,,
UBATÃ REALIDADE,http://www.ubatarealidade.com.br,BA,Ubatã,,,,
Portal UAI,http://www.uai.com.br,,,,,,
Portal uaaau! Notícias de Araranguá,http://www.uaaau.com.br,,,,,,
Tyrannus Melancholicus,http://www.tyrannusmelancholicus.com.br,,,,,,
TV Verdes Campos Sat,http://www.tvverdescampossat.com,,,,,,
TV Vale do Aço,http://www.tvvaledoaco.com.br,,,,,,
TV UPI PVA (WEB TV),http://www.tvupi.com.br,MT,Primavera do Leste,,,,
RADIO E TV TAPAJOS LTDA,http://www.tvtapajos.com.br,PA,Santarém,,,,
Tvt,http://www.tvt.org.br,,,,,,
TV ROSáRIO,http://www.tvrosario.com,MT,Rosário Oeste,,,,
TV PANTANAL,http://www.tvpantanalcba.com.br,MT,Cuiabá,,,,
TV NOVO PERFIL,http://www.tvnovoperfil.com.br,PB,Belém,,,,
TV NATIVA,http://www.tvnativa.com.br,MT,Alta Floresta,,,,
TV MUTUM,http://www.tvmutum.com.br,MT,Nova Mutum,,,,
TV MAR,http://www.tvmar.tv.br,AL,Maceió,,,,
TV ORBlog Online,http://www.tvmania.com.br,,,,,,
Portal TV Mais News,http://www.tvmaisnews.com.br,,,,,,
TV Magazine Online,http://www.tvmagazine.com.br,,,,,,
WEB TV LIMOEIRO,http://www.tvlimoeiro.com,PE,Limoeiro,,,,
TV LIBERAL,http://www.tvliberal.com.br,PA,Belém,,,,
TV ITARARÉ,http://www.tvitarare.com.br,PB,Campina Grande,,,,
TV Itapê Online,http://www.tvitape.com.br,,,,,,
Tv Guaiamum,http://www.tvguaiamum.com,,,,,,
TV Gallo,http://www.tvgallo.com,,,,,,
TV GALEGA,http://www.tvgalegablumenau.com.br,SC,Blumenau,,,,
TV EM FOCO DOS VALES,http://www.tvemfocodosvales.com.br,MG,Sabinópolis,,,,
TV DO POVO NEWS,http://www.tvdopovonews.com.br,MT,Barra do Bugres,,,,
TV DIÁRIO CAPIXABA,http://www.tvdiariocapixaba.com,ES,Cachoeiro de Itapemirim,,,,
TV DESCALVADOS LTDA,http://www.tvdescalvados.com,MT,Cáceres,,,,
FUNDACAO TELEVISAO E RADIO CULTURA DO AMAZONAS,http://www.tvcultura.am.gov.br,AM,Manaus,,,,
TV CLUBE WEB,http://www.tvclube.live,RS,São José do Norte,,,,
TV CIDADE RONDONóPOLIS,http://www.tvcidaderecord.com.br,MT,Rondonópolis,,,,
Portal TV Centro Sul,http://www.tvcentrosul.net,,,,,,
TV CENTRO OESTE,http://www.tvcentrooeste.com.br,MT,Pontes e Lacerda,,,,
TV CATOLÉ (WEB),http://www.tvcatole.com.br,BA,Itapetinga,,,,
TV CARIRIAÇU,http://www.tvcaririacu.com.br,CE,Caririaçu,,,,
RADIO CAMPOS BELOS LTDA,http://www.tvcamposbelos.com.br,GO,Campos Belos,,,,
TV ANAURILÂNDIA,http://www.tvanaurilandia.com.br,MS,Anaurilândia,,,,
TV A.N A IMAGEM DO SERTÃO,http://www.tvan.com.br,SE,Porto da Folha,,,,
TV ALLAMANDA LTDA,http://www.tvallamanda.com.br,RO,Porto Velho,,,,
TV VALE ÁGUA BOA,http://www.tvaguaboa.com.br,MT,Água Boa,,,,
Turismo-SA,http://www.turismo-sa.com,,,,,,
Turbinado,http://www.turbinado.art.br,,,,,,
Rádio Tunaporã AM,http://www.tunapora.com.br,,,,,,
Tudo sobre Floripa,http://www.tudosobrefloripa.com.br,,,,,,
Tudo Rondônia Online,http://www.tudorondonia.com,,,,,,
TUDO ECONOMICO,http://www.tudoeconomico.com,PI,Teresina,,,,
Tudo do MS,http://www.tudodoms.com.br,,,,,,
TUDO BH,http://www.tudobh.com.br,MG,Nova Lima,,,,
"RÁDIO TUCUMÃ FM 104,9",http://www.tucumafm.com.br,PA,Tucumã,,,,
Truck Brasil,http://www.truckbrasil.com.br,,,,,,
Justiça do Trabalho - TRT da 4ª Região,http://www.trt4.jus.br,,,,,,
RÁDIO TROPICAL SAT,http://www.tropicalsat.com.br,BA,Juazeiro,,,,
TROPICAL FM,http://www.tropicalfmvera.com.br,MT,Vera,,,,
TROPICAL FM 87.9,http://www.tropicalfmdeantas.com.br,BA,Antas,,,,
Tropical FM 99 Online,http://www.tropicalfm99.com.br,,,,,,
"RáDIO TROPICAL FM 104,9",http://www.tropicalfm.webradiohd.com.br,TO,Babaçulândia,,,,
TR NOTÍCIAS,http://www.trnoticias.com.br,PR,Mamborê,,,,
RÁDIO TRIUNFO FM 87.9 MHZ,http://www.triunfofm.com.br,PE,Triunfo,,,,
Portal Trio Agência de Notícias,http://www.trionoticias.com.br,,,,,,
TRIBUNA LIVRE,http://www.trilivre.com.br,MG,Jaíba,,,,
TriCurisoso,http://www.tricurioso.com,,,,,,
Distinção - Tribuna SC,http://www.tribunasc.com,,,,,,
Tribuna Paulista,http://www.tribunapaulista.com.br,,,,,,
TRIBUNA PANCAS,http://www.tribunapancas.com,ES,Pancas,,,,
TRIBUNA METROPOLITANA,http://www.tribunametropolitana.net,PR,São José dos Pinhais,,,,
TRIBUNA DE JARINU E REGIÃO,http://www.tribunajarinu.com.br,SP,Jarinu,,,,
TRIBUNA GETULIENSE,http://www.tribunagetuliense.com.br,RS,Getúlio Vargas,,,,
Tribuna Feirense,http://www.tribunafeirense.com.br,,,,,,
JORNAL REGIONAL TRIBUNA DO POVO,http://www.tribunadopovoonline.com.br,MG,Várzea da Palma,,,,
Tribuna do Povo Online - Araras,http://www.tribunadopovo.com.br,,,,,,
A Tribuna do Acre Online,http://www.tribunadoacre.com.br,,,,,,
TRIBUNA DE VARZEA GRANDE - VáRZEA GRANDE - MT,http://www.tribunadevarzeagrande.com.br,MT,Várzea Grande,,,,
TRIBUNA DA SERRA,http://www.tribunadesaojeronimodaserra.com,PR,São Jerônimo da Serra,,,,
TRIBUNA DE PORCIUNCULA,http://www.tribunadeporciuncula.com.br,RJ,Porciúncula,,,,
TRIBUNA AMAPAENSE,http://www.tribunaamapaense.com,AP,Macapá,,,,
TRIBUNA ACONTECE,http://www.tribunaacontece.com.br,SP,Mauá,,,,
Tribuna 1,http://www.tribuna1.com,,,,,,
Três Lagoas no Ar,http://www.treslagoasnoar.com.br,,,,,,
TRES DE JULHO,http://www.tresdejulho.com.br,GO,Cocalzinho de Goiás,,,,
A GAZETA DE TREMEMBE,http://www.tremembeonline.com.br,SP,Tremembé,,,,
TREM DAS GERAIS,http://www.tremdasgerais.com.br,MG,Itabira,,,,
Portal Transporta Brasil,http://www.transportabrasil.com.br,,,,,,
RÁDIO TRANSAMÉRICA HITS,http://www.transamericarosario.com,RS,Rosário do Sul,,,,
TRANSAMERICA DE ITAPAGIPE,http://www.transamericaitapagipe.com.br,MG,Itapagipe,,,,
RÁDIO TRANSAMÉRICA,http://www.transamericabarretos.com.br,SP,Barretos,,,,
Trampolim da Vitória,http://www.trampolimdavitoria.net,,,,,,
TRAIPU NOTÍCIAS,http://www.traipunoticia.com.br,AL,Traipu,,,,
Prefeitura Municipal de Torrinha,http://www.torrinha.sp.gov.br,,,,,,
TocNotícias,http://www.tocnoticias.com.br,,,,,,
Portal Naturatins,http://www.to.gov.br,,,,,,
TN Petróleo Online,http://www.tnpetroleo.com.br,,,,,,
TM NOTÍCIAS,http://www.tmnoticias.com.br,MT,Araputanga,,,,
TIVINET,http://www.tivinet.com.br,SC,São Lourenço do Oeste,,,,
FM TIRADENTES,http://www.tiradentesfm104.com.br,MG,Tiradentes,,,,
Portal do Município de Timóteo,http://www.timoteo.mg.gov.br,,,,,,
Portal Time Out,http://www.timeout.com.br,,,,,,
Governo Municipal Timburi,http://www.timburi.sp.gov.br,,,,,,
Ti Master,http://www.timaster.com.br,,,,,,
TíLIAS NEWS,http://www.tiliasnews.com.br,SC,Treze Tílias,,,,
TiaBeth.com,http://www.tiabeth.com,,,,,,
Porta Thunder Wave,http://www.thunderwave.com.br,,,,,,
Blog - Thaisa Galvão,http://www.thaisagalvao.com.br,,,,,,
TE VI AQUI,http://www.teviaqui.com.br,PR,Ibiporã,,,,
Terra Sem Males,http://www.terrasemmales.com.br,,,,,,
PREFEITURA MUNICIPAL DE TERRA NOVA DO NORTE,http://www.terranovadonorte.mt.gov.br,MT,Terra Nova do Norte,,,,
TERRA NATIVA FM,http://www.terranativafm.com.br,PR,Juranda,,,,
RÁDIO TERRA FM LAGAMAR,http://www.terrafmlagamar.com.br,MG,Lagamar,,,,
RÁDIO TERRA FM,http://www.terrafmcastelandia.com.br,GO,Castelândia,,,,
TERRA DA GENTE,http://www.terradagente.com.br,SP,Campinas,,,,
Portal Teresina Diário,http://www.teresinadiario.com,,,,,,
Terça Livre,http://www.tercalivre.com.br,,,,,,
Teodoro News,http://www.teodoronews.com.br,,,,,,
CAMPO FM 87.5,http://www.tenenteanafm.com.br,PR,Campo do Tenente,,,,
Portal Tem Mais,http://www.temmais.com,,,,,,
Mundo Digital - Telequest,http://www.telequest.com.br,,,,,,
Portal Teleco - Online,http://www.teleco.com.br,,,,,,
Prefeitura Municipal Tejupá,http://www.tejupa.sp.gov.br,,,,,,
"RáDIO TEIXEIRAS FM 87,9",http://www.teixeirasfm.com.br,MG,Teixeiras,,,,
Te Amo Caruaru,http://www.teamocaruaru.com,,,,,,
TCInet Notícias,http://www.tcinet.com.br,,,,,,
Tca,http://www.tca.com.br,,,,,,
TV BRASIL OESTE,http://www.tbomt.com.br,MT,Cuiabá,,,,
Prefeitura Municipal de Taquarivaí,http://www.taquarivai.sp.gov.br,,,,,,
Prefeitura Municipal de Taquarituba,http://www.taquarituba.sp.gov.br,,,,,,
RÁDIO TAQUARI,http://www.taquarifm.com,RS,Taquari,,,,
PREFEITURA MUNICIPAL DE TAPURAH,http://www.tapurah.mt.gov.br,MT,Tapurah,,,,
TAPIRAÍMG TV,http://www.tapiraimgtv.com.br,MG,Tapiraí,,,,
TAPERA NOTÍCIA,http://www.taperanoticiavivo.com,AL,São José da Tapera,,,,
TanaMídiaNaviraí,http://www.tanamidianavirai.com.br,,,,,,
Portal Tá na Cidade,http://www.tanacidade.com,,,,,,
"RáDIO TALISMã 87,9 FM",http://www.talisma-to.com.br,TO,Talismã,,,,
TABU - CANAVIEIRAS - BA,http://www.tabuonline.com.br,BA,Canavieiras,,,,
PREFEITURA MUNICIPAL DE TABAPORÃ,http://www.tabapora.mt.gov.br,MT,Tabaporã,,,,
Dinâmicas Sul - Sur,http://www.sul-sur.com,,,,,,
SUDOESTE HOJE,http://www.sudoestehoje.com.br,BA,Itapetinga,,,,
Sudoeste Notícias,http://www.sudoestebahia.com,,,,,,
Blog Sucesso,http://www.sucessofmrecife.com.br,,,,,,
SUCESSO FM 87.7,http://www.sucessofm.net,RJ,Areal,,,,
RÁDIO SUCESSO (92.9 FM),http://www.sucesso92fm.com.br,PB,João Pessoa,,,,
STÚDIO FM,http://www.studiofmba.com.br,BA,Canavieiras,,,,
Blog do Sérgio Ramos,http://www.sramos.net,,,,,,
Spiai,http://www.spiai.com,,,,,,
SP acontece,http://www.spacontece.com,,,,,,
Sou 94 FM,http://www.sou94.com.br,,,,,,
Sosni,http://www.sosni.com.br,,,,,,
SOS Maricá Notícias,http://www.sosmarica.com.br,,,,,,
SORRISO FM,http://www.sorrisofm.com.br,RS,Panambi,,,,
Sorocaba Fácil,http://www.sorocabafacil.com.br,,,,,,
Somos Todos Um,http://www.somostodosum.com.br,,,,,,
Som da Terra FM,http://www.somdaterrafm.com.br,,,,,,
RÁDIO SOCIEDADE SOL DA AMERICA LTDA,http://www.soldamerica.com.br,RS,Vista Alegre,,,,
Portal Sogipa,http://www.sogipa.com.br,,,,,,
Portal Fórum,http://www.socioeco.org,,,,,,
Instituto Socioambiental/ISA - Notícias,http://www.socioambiental.org,,,,,,
PORTAL SM COMUNICAçõES SILVES-AM,http://www.smcomunicacoesltda.com,AM,Silves,,,,
PREFEITURA MUNICIPAL DE SÃO JOSÉ DO VALE DO RIO PRETO,http://www.sjvriopreto.rj.gov.br,RJ,São José do Vale do Rio Preto,,,,
SJN VIRTUAL,http://www.sjnvirtual.com.br,RS,São José do Norte,,,,
Site de Linhares,http://www.sitedelinhares.com.br,,,,,,
Site Aracruz,http://www.sitearacruz.com.br,,,,,,
Sistema Ocesp,http://www.sistemaocesp.coop.br,,,,,,
Sistema de Notícias,http://www.sistemadenoticias.com,,,,,,
RáDIO SISAL FM (87.9),http://www.sisalfm.com.br,PB,Picuí,,,,
Sintracoop,http://www.sintracoop.com.br,,,,,,
SintraboviPR,http://www.sintrabovipr.org.br,,,,,,
Sintetel,http://www.sintetel.org,,,,,,
Sinprojun,http://www.sinprojun.org.br,,,,,,
Sinop Notícias,http://www.sinopnoticias.com.br,,,,,,
Sinfrerj,http://www.sinfrerj.com.br,,,,,,
Sindseg SC,http://www.sindsegsc.org.br,,,,,,
Sindseg RS,http://www.sindsegrs.com.br,,,,,,
Sindiposto,http://www.sindiposto.com.br,,,,,,
Sindicato dos Bancários Campinas e Região,http://www.sindicatocp.org.br,,,,,,
Sincovaga SP,http://www.sincovaga.com.br,,,,,,
Simões Filho Online,http://www.simoesfilhoonline.com.br,,,,,,
Portal Silvana Toazza,http://www.silvanatoazza.com.br,,,,,,
Blog do Sigi Vilares,http://www.sigivilares.com.br,,,,,,
Portal Rádio Siará News,http://www.siaranews.com.br,,,,,,
SHOW DE NOTíCIAS,http://www.showdenoticias.com.br,MT,Juara,,,,
"Portal SETRE - Secretaria do Trabalho, Emprego, Renda e Esporte",http://www.setre.ba.gov.br,,,,,,
Sertão Hoje,http://www.sertaohoje.com.br,,,,,,
RÁDIO SERTANIA FM,http://www.sertaniafm.com.br,PE,Sertânia,,,,
SERRA NEGRA 104.9,http://www.serranegrafm.com.br,GO,Bom Jardim de Goiás,,,,
RÁDIO SERRA 105.9 FM,http://www.serraaltafm.com.br,SC,Serra Alta,,,,
Serra,http://www.serra.es.gov.br,,,,,,
Séries Estudos Online,http://www.serieestudos.com.br,,,,,,
Sergipe Notícias,http://www.sergipenoticias.com,,,,,,
Portal Serasa,http://www.serasa.com.br,,,,,,
Sensacionalista,http://www.sensacionalista.com.br,,,,,,
Blog SempreON,http://www.sempreon.net,,,,,,
SEMANA 7 - BARRA DO GARçAS - MT,http://www.semana7.com,MT,Barra do Garças,,,,
SELVA FM,http://www.selvafm.com.br,MT,Apiacás,,,,
PORTAL SE LIGA PILÕES,http://www.seligapiloes.com.br,PB,Pilões,,,,
Seguros Inf BR,http://www.seguros.inf.br,,,,,,
Portal Seguro Gaúcho,http://www.segurogaucho.com.br,,,,,,
Portal Segundo Diário,http://www.segundodiario.com.br,,,,,,
Segnews,http://www.segnews.com.br,,,,,,
SEESP - Sindicato dos Engenheiros,http://www.seesp.org.br,,,,,,
"Secretaria de Estado de Educação, Cultura e Esportes",http://www.see.ac.gov.br,,,,,,
Secretaria de Estado de Educação do Amazonas,http://www.seduc.am.gov.br,,,,,,
Revista Security Review,http://www.securityreview.com.br,,,,,,
Portal SEAC Goiás,http://www.seacgoias.com.br,,,,,,
SÃO DOMINGOS FM,http://www.sdfm.com.br,BA,São Domingos,,,,
TV SBT DF,http://www.sbt.com.br,,,,,,
SBRT,http://www.sbrt.org.br,,,,,,
SBNews,http://www.sbnews.com.br,,,,,,
Saúde MS,http://www.saudems.com.br,,,,,,
SAT NEWS,http://www.satnews.com.br,RS,Santo Ângelo,,,,
Prefeitura de Sarutaiá,http://www.sarutaia.sp.gov.br,,,,,,
PREFEITURA DE SAPEZAL,http://www.sapezal.mt.gov.br,MT,Sapezal,,,,
Prefeitura de São Sebastião,http://www.saosebastiao.sp.gov.br,,,,,,
São Roque Notícias,http://www.saoroquenoticias.com.br,,,,,,
PREFEITURA DE SãO RAIMUNDO DAS MANGABEIRAS,http://www.saoraimundodasmangabeiras.ma.gov.br,MA,São Raimundo das Mangabeiras,,,,
Prefeitura Municipal São Pedro do Turvo,http://www.saopedrodoturvo.sp.gov.br,,,,,,
PREFEITURA MUNICIPAL DE SÃO PEDRO DA CIPA,http://www.saopedrodacipa.mt.gov.br,MT,São Pedro da Cipa,,,,
Prefeitura de São Pedro,http://www.saopedro.sp.gov.br,,,,,,
São Paulo Patriarca,http://www.saopaulopatriarca.com.br,,,,,,
RÁDIO SÃO MIGUEL,http://www.saomiguelfm.com,GO,São Miguel do Passa Quatro,,,,
Prefeitura Municipal de São Manuel,http://www.saomanuel.sp.gov.br,,,,,,
Portal São Luís do Futuro,http://www.saoluisdofuturo.com.br,,,,,,
SÃO LOURENÇO JORNAL,http://www.saolourencojornal.com.br,MG,São Lourenço,,,,
PREFEITURA DE SÃO JOSÉ DO XINGU,http://www.saojosedoxingu.mt.gov.br,MT,São José do Xingu,,,,
PREFEITURA DE SÃO JOSÉ DOS QUATRO MARCOS,http://www.saojosedosquatromarcos.mt.gov.br,MT,São José dos Quatro Marcos,,,,
Portal São José dos Campos,http://www.saojosedoscampos.com.br,,,,,,
PREFEITURA DE SÃO JOSÉ DO RIO CLARO,http://www.saojosedorioclaro.mt.gov.br,MT,São José do Rio Claro,,,,
PREFEITURA MUNICIPAL DE SÃO JOSÉ DE UBÁ,http://www.saojosedeuba.rj.gov.br,RJ,São José de Ubá,,,,
PREFEITURA DE SÃO FÉLIX DO ARAGUAIA,http://www.saofelixdoaraguaia.mt.gov.br,MT,São Félix do Araguaia,,,,
A Tribuna de São Carlos - Últimas Notícias,http://www.saocarlosoficial.com.br,,,,,,
São Carlos News,http://www.saocarlosnews.com.br,,,,,,
USP São Carlos,http://www.saocarlos.usp.br,,,,,,
SãoBento.net,http://www.saobento.net,,,,,,
CÂMARA MUNICIPAL DE SANTO ANTÔNIO DO LESTE,http://www.santoantoniodoleste.mt.leg.br,MT,Santo Antônio do Leste,,,,
